ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
64594,106-HT-T30,FPQ-14895,SCMS-261140,ASN-31141,Haiti,PMO - US,Direct Drop,FCA,Air,9/24/14,11/14/14,24-Apr-15,24-Apr-15,24-Apr-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,610,18800.2,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,708,3428.37,19.33,3428.37,708
12839,117-ET-T01,Pre-PQ Process,SO-14230,DN-907,Ethiopia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,16-Sep-08,16-Sep-08,16-Sep-08,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,14,537.04,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,25,505,0.86,505,25
85967,114-UG-T30,FPQ-11133,SO-43881,DN-3156,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,12/13/12,N/A - From RDC,31-May-13,30-May-13,30-May-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1380,6486.0,4.7,0.16,"Aurobindo Unit VII, IN",Yes,142,1034.64,8.02,1034.64,142
43805,106-HT-T30,FPQ-13797,SCMS-234040,ASN-27086,Haiti,PMO - US,Direct Drop,EXW,Ocean,3/20/14,5/5/14,20-Oct-14,20-Oct-14,24-Oct-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9227,60990.47,6.61,0.11,Hetero Unit III Hyderabad IN,Yes,813,1922.5,62.7,1922.5,813
58309,102-BI-T30,FPQ-13998,SCMS-234680,ASN-26424,Burundi,PMO - US,Direct Drop,EXW,Air,4/1/14,4/29/14,26-Jun-14,26-Jun-14,26-Jun-14,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,,Test kit,30,539,14876.4,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,58,871.28,15.29,871.28,58
67057,107-RW-T30,FPQ-14090,SCMS-239700,ASN-28331,Rwanda,PMO - US,Direct Drop,EXW,Air,4/17/14,6/9/14,17-Oct-14,17-Oct-14,17-Oct-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1891,151280.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,766,14125.63,155.52,14125.63,766
15005,133-NG-T30,FPQ-9599,SCMS-144190,ASN-16132,Nigeria,PMO - US,Direct Drop,EXW,Air,3/27/12,5/3/12,18-Sep-12,18-Sep-12,18-Sep-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,8018,256576.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2607,28595.45,359.72,28595.45,2607
86027,109-TZ-T30,FPQ-12587,SO-45995,DN-3458,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,7/4/13,N/A - From RDC,31-Dec-13,25-Feb-14,13-Mar-14,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,337,1978.19,5.87,0.2,Mylan (formerly Matrix) Nashik,No,See DN-3458 (ID#:83196),See DN-3458 (ID#:83196),2.45,5989.25,2304
84650,151-NG-T30,FPQ-7217,SO-39610,DN-2225,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,N/A - From RDC,15-Jun-11,6-Jul-11,6-Jul-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,53109,595882.98,11.22,0.19,"Aurobindo Unit III, India",Yes,19464,13398.06,983.21,13398.06,19464
12509,106-HT-T01,Pre-PQ Process,SO-2348,DN-745,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Jun-08,2-Jun-08,2-Jun-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1925,15688.75,8.15,0.14,"Aurobindo Unit III, India",Yes,111,1355.06,25.1,1355.06,111
11346,151-NG-T01,Pre-PQ Process,SO-27817,DN-1367,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,8462,222127.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,1225,7445.71,435.37,7445.71,1225
56194,113-ZW-T30,FPQ-13939,SCMS-234730,ASN-26146,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/14,5/12/14,14-Jun-14,14-Jun-14,16-Jun-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,25811,118472.49,4.59,0.15,"Cipla, Kurkumbh, India",Yes,2829,24936.5,121.79,24936.5,2829
85777,104-CI-T30,FPQ-6495,SO-39390,DN-2294,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,N/A - From RDC,22-Jul-11,22-Jul-11,22-Jul-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,600,1170.0,1.95,0.01,"Aurobindo Unit III, India",Yes,224,3545.1,2.52,3545.1,224
83210,103-ZW-T30,FPQ-12086,SO-45123,DN-3549,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,4/19/13,N/A - From RDC,31-Mar-14,11-Feb-14,4-Mar-14,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,266,2473.8,9.3,0.1,"Strides, Bangalore, India.",Yes,17,1200,3.06,1200,17
11060,104-CI-T01,Pre-PQ Process,SO-27530,DN-1313,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,19-Aug-09,19-Aug-09,19-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,10480,39824.0,3.8,0.06,"Cipla, Goa, India",Yes,786,11032.42,78.06,11032.42,786
12100,107-RW-T01,Pre-PQ Process,SO-833,DN-361,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Oct-07,16-Oct-07,16-Oct-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1883,60256.0,32.0,1.6,"Trinity Biotech, Plc",Yes,627,7670.04,96.41,7670.04,627
161,117-ET-T01,Pre-PQ Process,SCMS-11070,ASN-916,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/3/07,20-Nov-07,20-Nov-07,20-Nov-07,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,64000,99200.0,1.55,0.03,"Aurobindo Unit III, India",Yes,4228,12237.61,158.72,12237.61,4228
12454,111-MZ-T01,Pre-PQ Process,SO-1039,DN-601,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Apr-08,5-Apr-08,5-Apr-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,42700,576450.0,13.5,0.22,"Aurobindo Unit III, India",No,See DN-601 (ID#:10651),See DN-601 (ID#:10651),922.32,8118.64,5092
84566,106-HT-T30,FPQ-4384,SO-34660,DN-1837,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,31-May-10,1-Jun-10,1-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14875,130305.0,8.76,0.15,Mylan (formerly Matrix) Nashik,No,See DN-1837 (ID#:83429),See DN-1837 (ID#:83429),280.94,1005.2,4176
77750,103-ZW-T30,FPQ-9905,SCMS-148290,ASN-16913,Zimbabwe,PMO - US,Direct Drop,FCA,Air,5/29/12,7/18/12,8-Nov-12,22-Nov-12,22-Nov-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1364,42038.48,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,1309,15578.89,58.94,15578.89,1309
84085,111-MZ-T30,FPQ-7053,SO-39340,DN-2193,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,31-May-11,23-Jun-11,23-Jun-11,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,630,882.0,1.4,0.02,"Aurobindo Unit III, India",Yes,485,947.52,1.46,947.52,485
25844,109-TZ-T30,FPQ-9211,SCMS-136920,ASN-14276,Tanzania,PMO - US,Direct Drop,EXW,Air,1/25/12,2/17/12,8-May-12,8-May-12,8-May-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1130,90400.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,537,10626.8,126.74,10626.8,537
83859,103-ZW-T30,FPQ-14459,SO-49182,DN-4004,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,6/13/14,N/A - From RDC,24-Nov-14,11-Nov-14,18-Nov-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,10893,21677.07,1.99,0.03,"Cipla, Goa, India",Yes,735,6331.93,22.28,6331.93,735
33441,108-VN-T30,FPQ-14516,SCMS-251680,ASN-29384,Vietnam,PMO - US,Direct Drop,EXW,Air,7/9/14,8/11/14,24-Dec-14,24-Dec-14,24-Dec-14,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,6000,21300.0,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,2490,4545.64,21.9,4545.64,2490
61998,117-ET-T30,FPQ-9098,SCMS-133560,ASN-16135,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/10/12,1/23/12,5-Sep-12,5-Sep-12,5-Sep-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,340,9860.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,128,810.96,13.82,810.96,128
82908,106-HT-T30,FPQ-5523,SO-36760,DN-1964,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,10-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,39312,174938.4,4.45,0.15,"Strides, Bangalore, India.",Yes,7225,69748.5,377.17,69748.5,7225
9000,106-HT-T01,Pre-PQ Process,SCMS-40050,ASN-3743,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/09,21-Apr-09,21-Apr-09,21-Apr-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,560,5040.0,9.0,0.3,Mylan (formerly Matrix) Nashik,Yes,32050,806.55,9.88,806.55,32050
18405,106-HT-T30,FPQ-11442,SCMS-177182,ASN-19520,Haiti,PMO - US,Direct Drop,EXW,Air,1/30/13,3/11/13,10-Jun-13,10-Jun-13,10-Jun-13,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2052,3098.52,1.51,0.01,"Aurobindo Unit III, India",Yes,908,6438.91,3.83,6438.91,908
19246,109-TZ-T30,FPQ-12050,SCMS-186920,ASN-20340,Tanzania,PMO - US,Direct Drop,EXW,Air,4/12/13,5/14/13,5-Sep-13,5-Sep-13,5-Sep-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5175,116437.5,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,775,4136.58,144.03,4136.58,775
43480,161-ZA-T30,FPQ-5648,SCMS-75480,ASN-8340,South Africa,PMO - US,Direct Drop,DDP,Air,6/2/10,6/17/10,13-Dec-10,13-Dec-10,13-Dec-10,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,19098,60158.7,3.15,0.01,"Aurobindo Unit III, India",Yes,7367,3444.28,129.7,3444.28,7367
69900,104-CI-T30,FPQ-11294,SCMS-173131,ASN-19635,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,12/14/12,1/15/13,4-Jun-13,4-Jun-13,4-Jun-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2954,236320.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1284,125.42,292.33,125.42,1284
68397,114-UG-T30,FPQ-12841,SCMS-205040,ASN-23308,Uganda,PMO - US,Direct Drop,EXW,Air,8/19/13,9/2/13,17-Jan-14,17-Jan-14,21-Jan-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,9051,11313.75,1.25,0.04,"Aurobindo Unit III, India",Yes,575,3231.11,14.0,3231.11,575
12006,113-ZW-T01,Pre-PQ Process,SO-21020,DN-1411,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,76000,541120.0,7.12,0.12,"Cipla, Goa, India",No,See DN-1411 (ID#:11352),See DN-1411 (ID#:11352),1060.6,14958.2,9020
11562,110-ZM-T01,Pre-PQ Process,SO-19411,DN-1029,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,11-Dec-08,11-Dec-08,11-Dec-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,2306,18793.9,8.15,0.14,"Aurobindo Unit III, India",Yes,132,1659.48,36.84,1659.48,132
2559,108-VN-T01,Pre-PQ Process,SCMS-44980,ASN-4094,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/09,8-Jun-09,8-Jun-09,8-Jun-09,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,150,1950.0,13.0,0.43,"Aurobindo Unit III, India",Yes,30,4111.71,3.82,4111.71,30
83493,114-UG-T30,FPQ-6427,SO-38760,DN-2144,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,N/A - From RDC,31-Mar-11,1-Apr-11,1-Apr-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,30107,248683.82,8.26,0.14,"Aurobindo Unit III, India",Yes,2875,23675.63,536.16,23675.63,2875
75703,109-TZ-T30,FPQ-13945,SCMS-235390,ASN-29855,Tanzania,PMO - US,Direct Drop,EXW,Air,3/27/14,5/6/14,23-Feb-15,23-Feb-15,24-Feb-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,168,5376.0,32.0,1.6,"Trinity Biotech, Plc",Yes,55,1112.11,5.53,1112.11,55
32742,108-VN-T30,FPQ-6818,SCMS-97850,ASN-11024,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2/15/11,22-Jun-11,22-Jun-11,22-Jun-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1416,10266.0,7.25,0.12,Mylan (formerly Matrix) Nashik,No,See ASN-11024 (ID#:15149),See ASN-11024 (ID#:15149),16.94,18207.5,2806
67321,104-CI-T30,FPQ-5518,SCMS-61091,ASN-6764,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,4/15/10,4/15/10,26-May-10,26-May-10,26-May-10,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,712,10680.0,15.0,0.25,"Aurobindo Unit III, India",Yes,147,1836.81,23.03,1836.81,147
82546,114-UG-T30,FPQ-10946,SO-43640,DN-3025,Uganda,PMO - US,From RDC,N/A - From RDC,Air,11/1/12,N/A - From RDC,4-Apr-13,7-Mar-13,7-Mar-13,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,32298,72993.48,2.26,0.04,"Aurobindo Unit III, India",Yes,6528,21806.84,90.29,21806.84,6528
74008,161-ZA-T30,FPQ-7400,SCMS-104210,ASN-12078,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/11/11,3/30/11,2-Dec-11,2-Dec-11,2-Dec-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,20000,185600.0,9.28,0.04,GSK Mississauga (Canada),Yes,7664,8301.76,306.24,8301.76,7664
35913,161-ZA-T30,FPQ-6708,SCMS-93550,ASN-11197,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/10,12/14/10,13-Jun-11,22-Sep-11,22-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,42938,285537.7,6.65,0.22,"Aurobindo Unit III, India",Yes,4008,6121.39,471.14,6121.39,4008
10651,111-MZ-T01,Pre-PQ Process,SO-1039,DN-601,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Apr-08,5-Apr-08,5-Apr-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,120,182.4,1.52,0.03,"Aurobindo Unit III, India",Yes,5092,8118.64,0.29,8118.64,5092
2756,102-NG-T01,Pre-PQ Process,SCMS-599,ASN-522,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/21/07,4-Jul-07,4-Jul-07,4-Jul-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,8000,216000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2603,22838.29,345.6,22838.29,2603
53675,161-ZA-T30,FPQ-7175,SCMS-103810,ASN-12497,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,7-Dec-11,7-Dec-11,7-Dec-11,ARV,Pediatric,CIPLA LIMITED,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,9960,20517.6,2.06,0.01,"Cipla, Goa, India",Yes,3670,9021.5,33.85,9021.5,3670
9243,104-CI-T01,Pre-PQ Process,SCMS-29,ASN-114,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,10-Oct-06,10-Oct-06,10-Oct-06,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,733,55231.55,75.35,1.88,Bio-Rad Laboratories,Yes,783,7079.25,,7079.25,783
9389,102-GY-T01,Pre-PQ Process,SCMS-11660,ASN-766,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/07,5-Oct-07,5-Oct-07,5-Oct-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,120,3240.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,35,379.62,5.18,379.62,35
86427,104-CI-T30,FPQ-7659,SO-40120,DN-2449,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,N/A - From RDC,30-Dec-11,5-Dec-11,5-Dec-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7132,30097.04,4.22,0.14,"Strides, Bangalore, India.",Yes,434,3526.27,49.66,3526.27,434
83964,106-HT-T30,FPQ-4469,SO-34240,DN-1530,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,30-Nov-09,30-Nov-09,30-Nov-09,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,108,180.36,1.67,0.03,"Aurobindo Unit III, India",Yes,1857,11091.78,0.39,11091.78,1857
84727,114-UG-T30,FPQ-9875,SO-42050,DN-2675,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/9/12,N/A - From RDC,4-Jul-12,12-Jun-12,12-Jun-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,12974,31656.56,2.44,0.04,Mylan (formerly Matrix) Nashik,No,See DN-2675 (ID#:83038),See DN-2675 (ID#:83038),44.38,18520.22,2501
5703,108-VN-T01,Pre-PQ Process,SCMS-20341,ASN-1691,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/10/08,1-Jun-08,22-May-08,22-May-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2016,27538.56,13.66,0.46,Mylan (formerly Matrix) Nashik,Yes,122,2864.44,44.06,2864.44,122
83303,104-CI-T30,FPQ-14370,SO-49053,DN-4094,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,5/23/14,N/A - From RDC,16-Feb-15,12-Mar-15,13-Mar-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,30000,138900.0,4.63,0.15,"Cipla, Kurkumbh, India",Yes,3000,12748.74,142.79,12748.74,3000
66355,900-TZ-T30,FPQ-10396,SCMS-157661,ASN-17086,Tanzania,PMO - US,Direct Drop,EXW,Air,7/31/12,10/4/12,7-Dec-12,30-Nov-12,30-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,840,67200.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,405,7765.61,94.21,7765.61,405
63432,104-CI-T30,FPQ-7693,SCMS-113020,ASN-12293,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,5/5/11,7/6/11,17-Oct-11,17-Oct-11,17-Oct-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,16800,517776.0,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,4213,27376.29,854.33,27376.29,4213
65,106-HT-T01,Pre-PQ Process,SCMS-274,ASN-162,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,18-Jan-07,18-Jan-07,18-Jan-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,750,60000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,256,1760.32,,1760.32,256
