ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD)
8996,106-HT-T01,Pre-PQ Process,SCMS-39940,ASN-3753,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/4/09,15-Apr-09,15-Apr-09,15-Apr-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,14,143.92,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,7,810.36,0.28
9000,106-HT-T01,Pre-PQ Process,SCMS-40050,ASN-3743,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/09,21-Apr-09,21-Apr-09,21-Apr-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,560,5040,9,0.3,Mylan (formerly Matrix) Nashik,Yes,32050,806.55,9.88
9002,106-HT-T01,Pre-PQ Process,SCMS-40060,ASN-3712,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/09,20-Apr-09,20-Apr-09,20-Apr-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,50,2055,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,99,2704.58,4.03
9022,116-ZA-T01,Pre-PQ Process,SCMS-40800,ASN-3577,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,24-Mar-09,1-Dec-08,1-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,90,2834.1,31.49,0.1,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,5.55
9023,116-ZA-T01,Pre-PQ Process,SCMS-40830,ASN-3578,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,28-Apr-09,19-Dec-08,19-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3710,60732.7,16.37,0.55,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,119.04
9024,116-ZA-T01,Pre-PQ Process,SCMS-40840,ASN-3779,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,3-Apr-09,3-Apr-09,3-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,25637,63323.39,2.47,0.04,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,124.11
9025,116-ZA-T01,Pre-PQ Process,SCMS-40870,ASN-3582,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Jun-09,30-Jan-09,30-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1200,6564,5.47,0.09,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,12.87
9026,116-ZA-T01,Pre-PQ Process,SCMS-40880,ASN-3610,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Jul-09,2-Feb-09,2-Feb-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,16000,85280,5.33,0.09,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,167.15
9032,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,2000,10380,5.19,0.02,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,20.34
9033,116-ZA-T01,Pre-PQ Process,SCMS-41080,ASN-3637,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,26-May-09,22-Jan-09,22-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1500,5445,3.63,0.02,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,10.67
9034,116-ZA-T01,Pre-PQ Process,SCMS-41100,ASN-4668,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/13/09,17-Jun-09,3-Apr-09,3-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,4023,46988.64,11.68,0.19,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,92.1
9036,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200,2998,14.99,0.25,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,5.88
9037,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,Stocrin/Sustiva,200mg,Capsule,90,100,2454,24.54,0.27,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,4.81
9038,116-ZA-T01,Pre-PQ Process,SCMS-41150,ASN-3759,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,1-Apr-09,21-Nov-08,21-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,80,2388.8,29.86,0.1,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,4.68
9039,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,200,6182,30.91,0.26,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,12.12
9040,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",Zidovudine,Retrovir,10mg/ml,Oral solution,200,140,833,5.95,0.03,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,1.63
9041,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,60,1813.2,30.22,1.01,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,3.55
9042,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,10mg/ml,Oral suspension,240,30,323.4,10.78,0.04,"BI, Ingelheim, Germany",No,Weight Captured Separately,Freight Included in Commodity Cost,0.63
9043,116-ZA-T01,Pre-PQ Process,SCMS-41210,ASN-3737,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,23-Jan-09,23-Jan-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,1200,6012,5.01,0.08,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,11.78
9053,116-ZA-T01,Pre-PQ Process,SCMS-41588,ASN-4359,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,17-Apr-09,17-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,Chewable/dispersible tablet,60,2160,23133.6,10.71,0.18,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,45.34
9054,116-ZA-T01,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,21-Apr-09,21-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,3000,16080,5.36,0.09,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,31.52
9055,116-ZA-T01,Pre-PQ Process,SCMS-41586,ASN-4387,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,15-Apr-09,15-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,6000,100560,16.76,0.28,"Boehringer Ing., Koropi, GR",No,Weight Captured Separately,Freight Included in Commodity Cost,197.1
9056,116-ZA-T01,Pre-PQ Process,SCMS-41587,ASN-4602,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,16-Apr-09,16-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,Chewable/dispersible tablet,60,6840,73256.4,10.71,0.18,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,143.58
9078,116-ZA-T01,Pre-PQ Process,SCMS-47390,ASN-4402,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/09,31-Jul-09,21-Apr-09,21-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,10,84,8.4,0.1,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,0.16
9080,116-ZA-T01,Pre-PQ Process,SCMS-47320,ASN-4224,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/09,15-May-09,15-May-09,15-May-09,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,80,1502.4,18.78,0.63,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.94
9081,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/09,15-May-09,23-Apr-09,23-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,200,1208,6.04,0.03,"Aurobindo Unit III, India",No,See ASN-4332 (ID#:1115),See ASN-4332 (ID#:1115),2.37
9085,104-CI-T01,Pre-PQ Process,SCMS-42600,ASN-4242,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/09,1-Jul-09,1-Jul-09,1-Jul-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,500,10000,20,0.8,"Standard Diagnostics, Korea",Yes,136,2094.08,19.6
9086,110-ZM-T01,Pre-PQ Process,SCMS-42640,ASN-4439,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/09,23-Jul-09,23-Jul-09,23-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4500,324000,72,0.72,Inverness Japan,Yes,1330,11559.65,635.04
9088,106-HT-T01,Pre-PQ Process,SCMS-42680,ASN-3808,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/09,24-Apr-09,24-Apr-09,24-Apr-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,150,20850,139,1.39,"Trinity Biotech, Plc",Yes,105,1894.41,40.87
9089,106-HT-T01,Pre-PQ Process,SCMS-42690,ASN-4799,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/09,31-Aug-09,31-Aug-09,31-Aug-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,150,20850,139,1.39,"Trinity Biotech, Plc",Yes,113,2486.15,40.87
9090,106-HT-T01,Pre-PQ Process,SCMS-42700,ASN-4005,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/09,3-Jun-09,3-Jun-09,3-Jun-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,55,19250,350,3.5,"Pacific Biotech, Thailand",Yes,132,3013.19,37.73
9093,112-NG-T01,Pre-PQ Process,SCMS-42830,ASN-3984,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/1/09,20-May-09,20-May-09,20-May-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,159,6534.9,41.1,0.34,ABBVIE Ludwigshafen Germany,No,See ASN-3984 (ID#:2499),See ASN-3984 (ID#:2499),12.81
9095,102-KE-T01,Pre-PQ Process,SCMS-42981,ASN-4647,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/09,10-Jul-09,28-Aug-09,28-Aug-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7500,600000,80,0.8,Inverness Japan,Yes,2215,17974.69,1176
9096,102-KE-T01,Pre-PQ Process,SCMS-42990,ASN-3894,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/09,20-May-09,20-May-09,20-May-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,N/A,Test kit,30,5000,120000,24,0.8,"Standard Diagnostics, Korea",Yes,1558,11653.64,235.2
9100,133-NG-T01,Pre-PQ Process,SCMS-43320,ASN-4100,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/9/09,24-Jun-09,8-Jun-09,8-Jun-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1500,120000,80,0.8,Inverness Japan,Yes,445,7120,235.2
9145,139-NA-T01,Pre-PQ Process,SCMS-44710,ASN-3897,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/20/09,5-Jun-09,5-Jun-09,5-Jun-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,600,19200,32,1.6,"Trinity Biotech, Plc",Yes,205,6148.29,37.63
9151,108-VN-T01,Pre-PQ Process,SCMS-45010,ASN-4303,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/09,11-Jul-09,11-Jul-09,11-Jul-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19392,130896,6.75,0.11,"Cipla, Goa, India",Yes,1899,5209.46,256.56
9154,108-VN-T01,Pre-PQ Process,SCMS-45070,ASN-4419,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/09,10-Jul-09,10-Jul-09,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6000,14400,2.4,0.04,"Aurobindo Unit III, India",No,See ASN-4419 (ID#:3851),See ASN-4419 (ID#:3851),28.22
9173,119-NA-T01,Pre-PQ Process,SCMS-45630,ASN-4079,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/8/09,8-Jun-09,8-Jun-09,8-Jun-09,ARV,Pediatric,Aurobindo Pharma Limited,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,800,1072,1.34,0.01,"Aurobindo Unit III, India",Yes,98,1770.43,2.1
9179,102-BW-T01,Pre-PQ Process,SCMS-46110,ASN-4184,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/09,19-Jun-09,19-Jun-09,19-Jun-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,75,2400,32,1.6,"Trinity Biotech, Plc",Yes,25,808,4.7
9187,108-VN-T01,Pre-PQ Process,SCMS-46540,ASN-4487,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/09,23-Jul-09,23-Jul-09,23-Jul-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,80,560,7,0.12,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,1.1
9200,116-ZA-T01,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/09,12-Oct-09,21-Jul-09,21-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1000,17020,17.02,0.57,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,33.36
9201,116-ZA-T01,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/09,12-Oct-09,21-Jul-09,21-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,260,10670.4,41.04,1.37,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,20.91
9202,116-ZA-T01,Pre-PQ Process,SCMS-47052,ASN-5370,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/09,12-Oct-09,8-Oct-09,8-Oct-09,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,1200,2796,2.33,0.01,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,6.03
9225,123-NG-T01,Pre-PQ Process,SCMS-48440,ASN-4596,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/13/09,3-Sep-09,3-Sep-09,3-Sep-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5000,205500,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,1246,10490.77,402.78
9243,104-CI-T01,Pre-PQ Process,SCMS-29,ASN-114,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,10-Oct-06,10-Oct-06,10-Oct-06,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40,733,55231.55,75.35,1.88,Bio-Rad Laboratories,Yes,783,7079.25,
9252,110-ZM-T01,Pre-PQ Process,SCMS-61,ASN-43,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,30-Sep-06,30-Sep-06,30-Sep-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1250,100000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,428,2829.61,
9253,106-HT-T01,Pre-PQ Process,SCMS-63,ASN-83,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,18-Oct-06,18-Oct-06,18-Oct-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,500,40000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,169,1215.84,
9255,108-VN-T01,Pre-PQ Process,SCMS-77,ASN-56,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,3-Oct-06,3-Oct-06,3-Oct-06,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,1000,44500,44.5,0.74,"Aurobindo Unit III, India",Yes,91,7878.06,
9269,105-GY-T01,Pre-PQ Process,SCMS-123,ASN-78,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,8-Nov-06,8-Nov-06,8-Nov-06,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,245,2707.25,11.05,0.18,"Aurobindo Unit III, India",Yes,13,1020.6,
9279,114-UG-T01,Pre-PQ Process,SCMS-157,ASN-127,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,21-Dec-06,21-Dec-06,21-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5080,85090,16.75,0.56,"Aurobindo Unit III, India",No,See ASN-127 (ID#:3955),See ASN-127 (ID#:3955),
9280,110-ZM-T01,Pre-PQ Process,SCMS-163,ASN-123,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,20-Dec-06,20-Dec-06,20-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,38534,423874,11,0.18,"Aurobindo Unit III, India",No,See ASN-123 (ID#:2685),See ASN-123 (ID#:2685),
9316,102-NG-T01,Pre-PQ Process,SCMS-694,ASN-582,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/6/07,6-Aug-07,6-Aug-07,6-Aug-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3500,280000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1192,10879.22,448
9321,104-CI-T01,Pre-PQ Process,SCMS-698,ASN-727,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/13/07,2-Oct-07,2-Oct-07,2-Oct-07,ARV,Adult,BRISTOL-MYERS SQUIBB,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,1389,7833.96,5.64,0.09,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,12.53
9331,108-VN-T01,Pre-PQ Process,SCMS-749,ASN-737,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/07,2-Oct-07,2-Oct-07,2-Oct-07,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7000,94500,13.5,0.22,"Aurobindo Unit III, India",No,See ASN-737 (ID#:2765),See ASN-737 (ID#:2765),151.2
